non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,98.2,98.7,98.6,98.5,98.1,97.6,97.1,96.5,95.9,95.1,94.3,93.5,92.6,91.7,90.7,89.7,88.7,87.7,86.6,85.6
35,97.0,97.7,97.8,97.7,97.5,97.0,96.6,96.1,95.4,94.7,94.0,93.2,92.4,91.5,90.6,89.6,88.6,87.6,86.6,85.6
40,95.3,96.5,96.9,96.8,96.6,96.3,96.0,95.5,95.0,94.3,93.6,92.9,92.1,91.3,90.4,89.5,88.5,87.6,86.6,85.6
45,93.6,95.2,95.7,95.8,95.7,95.6,95.3,94.9,94.4,93.9,93.2,92.6,91.8,91.0,90.2,89.3,88.4,87.5,86.5,85.6
50,91.9,93.7,94.5,94.7,94.8,94.8,94.6,94.3,93.8,93.3,92.8,92.1,91.5,90.7,90.0,89.1,88.3,87.4,86.5,85.6
55,90.1,92.2,93.2,93.6,93.8,93.9,93.8,93.5,93.2,92.7,92.2,91.7,91.1,90.4,89.7,88.9,88.1,87.3,86.5,85.6
60,88.6,90.8,91.9,92.5,92.8,92.9,92.9,92.7,92.4,92.0,91.6,91.1,90.6,90.0,89.4,88.7,88.0,87.2,86.4,85.6
65,87.2,89.4,90.6,91.3,91.7,91.9,91.9,91.8,91.6,91.3,90.9,90.6,90.1,89.6,89.0,88.4,87.8,87.1,86.3,85.6
70,86.0,88.1,89.3,90.1,90.6,90.8,90.8,90.8,90.6,90.4,90.2,89.9,89.5,89.1,88.6,88.1,87.5,86.9,86.3,85.6
75,85.1,87.0,88.1,88.8,89.3,89.5,89.6,89.7,89.6,89.6,89.4,89.1,88.9,88.5,88.2,87.7,87.2,86.7,86.2,85.6
80,84.5,85.8,86.8,87.5,87.9,88.2,88.4,88.6,88.6,88.6,88.5,88.3,88.1,87.9,87.6,87.3,86.9,86.5,86.1,85.6
85,83.8,84.8,85.6,86.1,86.6,87.0,87.2,87.4,87.5,87.5,87.5,87.5,87.4,87.2,87.0,86.8,86.5,86.3,85.9,85.6
90,83.5,84.2,84.7,85.2,85.6,85.8,86.1,86.2,86.4,86.5,86.5,86.5,86.5,86.5,86.4,86.3,86.1,86.0,85.8,85.6
95,83.9,84.2,84.5,84.7,84.9,85.1,85.2,85.3,85.4,85.5,85.6,85.6,85.7,85.7,85.7,85.7,85.7,85.7,85.6,85.6
98,84.9,85.0,85.1,85.1,85.2,85.2,85.3,85.3,85.4,85.4,85.4,85.5,85.5,85.5,85.5,85.5,85.6,85.6,85.6,85.6
