non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.2,99.4,99.3,99.1,98.7,98.2,97.6,96.8,95.9,94.9,93.7,92.5,91.3,89.9,88.6,87.2,85.7,84.3,82.9,81.5
35,98.6,99.0,99.0,98.8,98.5,98.0,97.4,96.6,95.7,94.7,93.6,92.4,91.2,89.8,88.5,87.1,85.7,84.3,82.9,81.5
40,97.8,98.4,98.5,98.4,98.1,97.6,97.1,96.3,95.5,94.5,93.4,92.2,91.0,89.7,88.4,87.1,85.7,84.3,82.9,81.5
45,96.9,97.8,98.0,97.9,97.6,97.2,96.7,96.0,95.1,94.2,93.1,92.0,90.8,89.6,88.3,87.0,85.6,84.2,82.9,81.5
50,95.9,96.9,97.2,97.2,97.0,96.7,96.2,95.5,94.7,93.8,92.8,91.8,90.6,89.4,88.2,86.9,85.5,84.2,82.8,81.5
55,94.6,95.9,96.3,96.4,96.3,96.0,95.6,95.0,94.2,93.4,92.4,91.4,90.3,89.2,88.0,86.7,85.4,84.1,82.8,81.5
60,93.1,94.7,95.3,95.5,95.4,95.2,94.8,94.3,93.6,92.8,92.0,91.0,90.0,88.9,87.7,86.5,85.3,84.0,82.8,81.5
65,91.7,93.4,94.1,94.4,94.4,94.2,93.9,93.4,92.8,92.1,91.3,90.5,89.5,88.5,87.4,86.3,85.1,83.9,82.7,81.5
70,90.1,91.9,92.7,93.0,93.1,93.0,92.7,92.3,91.9,91.2,90.6,89.8,88.9,88.0,87.0,86.0,84.9,83.8,82.6,81.5
75,88.5,90.2,91.0,91.5,91.6,91.6,91.4,91.1,90.7,90.2,89.6,88.9,88.2,87.4,86.5,85.6,84.6,83.6,82.6,81.5
80,86.9,88.4,89.2,89.6,89.9,89.9,89.8,89.6,89.3,88.9,88.4,87.9,87.3,86.6,85.9,85.1,84.2,83.3,82.4,81.5
85,85.4,86.5,87.2,87.6,87.9,88.0,87.9,87.8,87.6,87.3,87.0,86.6,86.1,85.6,85.0,84.4,83.7,83.0,82.3,81.5
90,84.1,84.7,85.1,85.4,85.6,85.7,85.8,85.7,85.6,85.5,85.3,85.0,84.7,84.4,84.0,83.5,83.1,82.6,82.0,81.5
95,82.7,82.9,83.1,83.2,83.3,83.3,83.4,83.4,83.4,83.3,83.2,83.1,83.0,82.8,82.6,82.4,82.2,82.0,81.8,81.5
98,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.1,82.1,82.1,82.0,82.0,81.9,81.9,81.8,81.7,81.7,81.6,81.5
