non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,98.9,99.1,99.1,99.1,98.9,98.6,98.2,97.8,97.3,96.7,96.2,95.5,94.9,94.2,93.5,92.8,92.0,91.2,90.4,89.6
35,98.1,98.5,98.6,98.6,98.4,98.1,97.7,97.4,96.9,96.4,95.9,95.3,94.7,94.1,93.4,92.7,91.9,91.2,90.4,89.6
40,97.0,97.7,97.9,97.9,97.8,97.5,97.2,96.9,96.5,96.1,95.6,95.0,94.5,93.9,93.2,92.5,91.8,91.1,90.3,89.6
45,95.6,96.7,97.1,97.1,97.1,96.9,96.6,96.4,96.1,95.7,95.2,94.7,94.2,93.6,93.0,92.4,91.7,91.0,90.3,89.6
50,94.3,95.6,96.1,96.3,96.3,96.2,96.0,95.8,95.6,95.3,94.9,94.4,93.9,93.4,92.8,92.2,91.6,91.0,90.3,89.6
55,92.9,94.4,95.0,95.3,95.4,95.4,95.4,95.3,95.1,94.8,94.4,94.0,93.6,93.1,92.6,92.1,91.5,90.9,90.2,89.6
60,91.6,93.2,93.9,94.3,94.6,94.7,94.7,94.6,94.5,94.2,93.9,93.6,93.2,92.8,92.3,91.8,91.3,90.8,90.2,89.6
65,90.3,92.0,92.8,93.4,93.7,93.9,94.0,93.9,93.8,93.6,93.4,93.1,92.8,92.4,92.0,91.6,91.1,90.6,90.1,89.6
70,89.3,90.9,91.8,92.4,92.8,93.1,93.2,93.2,93.1,93.0,92.8,92.6,92.3,92.0,91.7,91.3,90.9,90.5,90.1,89.6
75,88.5,89.9,90.9,91.5,91.9,92.2,92.3,92.4,92.3,92.2,92.1,92.0,91.8,91.6,91.3,91.0,90.7,90.4,90.0,89.6
80,88.1,89.2,90.0,90.6,91.0,91.2,91.4,91.5,91.5,91.5,91.4,91.4,91.3,91.1,90.9,90.7,90.5,90.2,89.9,89.6
85,87.8,88.6,89.2,89.6,90.0,90.2,90.4,90.5,90.6,90.7,90.7,90.7,90.7,90.6,90.5,90.3,90.2,90.0,89.8,89.6
90,87.5,88.0,88.4,88.8,89.1,89.3,89.5,89.7,89.8,89.9,90.0,90.0,90.0,90.0,90.0,89.9,89.9,89.8,89.7,89.6
95,87.9,88.2,88.4,88.6,88.7,88.9,89.0,89.1,89.2,89.3,89.4,89.4,89.5,89.5,89.5,89.6,89.6,89.6,89.6,89.6
98,88.9,88.9,89.0,89.0,89.1,89.1,89.2,89.2,89.3,89.3,89.4,89.4,89.4,89.5,89.5,89.5,89.5,89.5,89.6,89.6
