non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.8,99.8,99.7,99.7,99.6,99.5,99.4,99.2,99.0,98.8,98.5,98.1,97.8,97.4,97.0,96.6,96.2,95.7,95.2,94.8
35,99.3,99.5,99.5,99.5,99.4,99.3,99.2,99.0,98.8,98.6,98.3,98.0,97.7,97.3,96.9,96.5,96.1,95.7,95.2,94.8
40,98.8,99.1,99.2,99.2,99.1,99.1,99.0,98.8,98.6,98.3,98.1,97.8,97.5,97.2,96.8,96.4,96.0,95.6,95.2,94.8
45,98.3,98.6,98.8,98.8,98.8,98.8,98.6,98.5,98.3,98.1,97.8,97.6,97.3,97.0,96.7,96.3,96.0,95.6,95.2,94.8
50,97.6,98.1,98.4,98.4,98.5,98.4,98.3,98.1,98.0,97.8,97.5,97.3,97.1,96.8,96.5,96.2,95.9,95.5,95.1,94.8
55,96.9,97.6,97.8,98.0,98.0,97.9,97.9,97.7,97.6,97.4,97.3,97.1,96.9,96.7,96.4,96.1,95.8,95.4,95.1,94.8
60,96.2,96.9,97.2,97.4,97.5,97.5,97.4,97.3,97.2,97.1,97.0,96.8,96.7,96.4,96.2,96.0,95.7,95.4,95.1,94.8
65,95.5,96.2,96.6,96.8,96.9,96.9,96.9,96.9,96.8,96.8,96.7,96.6,96.4,96.2,96.0,95.8,95.6,95.3,95.0,94.8
70,94.7,95.4,95.9,96.2,96.3,96.4,96.4,96.4,96.4,96.4,96.3,96.3,96.1,96.0,95.8,95.6,95.4,95.2,95.0,94.8
75,94.1,94.8,95.2,95.5,95.7,95.8,95.9,96.0,96.0,96.0,96.0,95.9,95.8,95.7,95.6,95.5,95.3,95.1,95.0,94.8
80,93.5,94.1,94.5,94.9,95.1,95.3,95.4,95.5,95.6,95.6,95.6,95.6,95.5,95.4,95.4,95.3,95.1,95.0,94.9,94.8
85,93.3,93.8,94.1,94.4,94.7,94.8,95.0,95.1,95.1,95.2,95.2,95.2,95.2,95.2,95.1,95.1,95.0,94.9,94.9,94.8
90,93.4,93.7,93.9,94.1,94.3,94.4,94.5,94.6,94.7,94.8,94.8,94.8,94.8,94.9,94.9,94.9,94.8,94.8,94.8,94.8
95,93.7,93.8,93.9,94.0,94.1,94.2,94.3,94.3,94.4,94.5,94.5,94.6,94.6,94.6,94.7,94.7,94.7,94.7,94.8,94.8
98,94.2,94.3,94.3,94.3,94.4,94.4,94.4,94.5,94.5,94.5,94.6,94.6,94.6,94.6,94.7,94.7,94.7,94.7,94.8,94.8
