non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.5,99.7,99.6,99.6,99.4,99.1,98.8,98.4,97.9,97.4,96.8,96.1,95.3,94.4,93.6,92.6,91.7,90.7,89.7,88.7
35,99.2,99.4,99.4,99.4,99.2,99.0,98.6,98.2,97.8,97.3,96.6,95.9,95.2,94.4,93.5,92.6,91.6,90.7,89.7,88.7
40,98.6,99.0,99.1,99.1,98.9,98.7,98.4,98.0,97.6,97.1,96.5,95.8,95.1,94.3,93.4,92.5,91.6,90.6,89.7,88.7
45,98.0,98.6,98.8,98.7,98.6,98.4,98.1,97.8,97.4,96.9,96.3,95.6,94.9,94.1,93.3,92.5,91.5,90.6,89.6,88.7
50,97.3,98.1,98.3,98.3,98.2,98.0,97.8,97.5,97.1,96.6,96.1,95.4,94.7,94.0,93.2,92.4,91.5,90.6,89.6,88.7
55,96.6,97.4,97.7,97.8,97.7,97.6,97.4,97.1,96.7,96.3,95.8,95.2,94.5,93.8,93.0,92.2,91.4,90.5,89.6,88.7
60,95.6,96.6,97.0,97.1,97.1,97.0,96.9,96.6,96.3,95.9,95.4,94.9,94.2,93.6,92.8,92.1,91.3,90.4,89.6,88.7
65,94.5,95.7,96.2,96.4,96.5,96.4,96.3,96.0,95.7,95.4,94.9,94.4,93.9,93.3,92.6,91.9,91.1,90.3,89.5,88.7
70,93.5,94.7,95.3,95.5,95.7,95.6,95.5,95.3,95.1,94.8,94.4,93.9,93.4,92.9,92.3,91.6,90.9,90.2,89.5,88.7
75,92.5,93.6,94.2,94.5,94.7,94.7,94.7,94.5,94.3,94.0,93.7,93.3,92.9,92.4,91.9,91.3,90.7,90.1,89.4,88.7
80,91.5,92.5,93.1,93.4,93.6,93.7,93.6,93.5,93.4,93.2,92.9,92.6,92.2,91.8,91.4,90.9,90.4,89.9,89.3,88.7
85,90.6,91.3,91.8,92.1,92.3,92.4,92.4,92.4,92.3,92.1,91.9,91.7,91.4,91.1,90.8,90.4,90.0,89.6,89.2,88.7
90,89.7,90.1,90.5,90.7,90.9,91.0,91.0,91.0,91.0,90.9,90.8,90.6,90.5,90.3,90.1,89.9,89.6,89.3,89.0,88.7
95,88.9,89.1,89.2,89.3,89.4,89.5,89.5,89.5,89.5,89.5,89.5,89.4,89.4,89.3,89.2,89.2,89.0,88.9,88.8,88.7
98,88.8,88.8,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.8,88.8,88.8,88.8,88.7,88.7,88.7
