non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,97.3,98.0,98.0,97.5,96.8,95.8,94.6,93.3,91.8,90.2,88.5,86.8,85.0,83.2,81.4,79.6,77.9,76.2,74.5,72.9
35,95.9,97.2,97.3,96.9,96.2,95.3,94.2,92.9,91.5,89.9,88.3,86.6,84.8,83.0,81.3,79.5,77.8,76.2,74.5,72.9
40,94.5,96.0,96.3,96.1,95.5,94.6,93.6,92.4,91.1,89.6,88.0,86.3,84.6,82.9,81.2,79.5,77.8,76.1,74.5,72.9
45,92.7,94.6,95.1,95.0,94.6,93.9,93.0,91.8,90.6,89.1,87.6,86.0,84.4,82.7,81.0,79.3,77.7,76.1,74.5,72.9
50,90.7,93.1,93.8,93.8,93.6,93.0,92.1,91.1,89.9,88.6,87.2,85.7,84.1,82.4,80.8,79.2,77.6,76.0,74.5,72.9
55,88.6,91.3,92.2,92.5,92.3,91.9,91.2,90.3,89.2,88.0,86.6,85.2,83.7,82.1,80.6,79.0,77.5,75.9,74.4,72.9
60,86.4,89.3,90.5,90.9,90.9,90.6,90.0,89.2,88.3,87.2,86.0,84.6,83.2,81.8,80.3,78.8,77.3,75.8,74.4,72.9
65,84.3,87.2,88.5,89.1,89.2,89.0,88.6,88.0,87.2,86.3,85.2,84.0,82.7,81.3,79.9,78.5,77.1,75.7,74.3,72.9
70,82.1,85.0,86.4,87.1,87.4,87.3,87.0,86.6,85.9,85.1,84.2,83.1,82.0,80.7,79.5,78.2,76.9,75.6,74.3,72.9
75,80.1,82.7,84.1,84.9,85.3,85.4,85.2,84.9,84.4,83.7,82.9,82.0,81.1,80.0,78.9,77.7,76.6,75.4,74.2,72.9
80,78.2,80.4,81.7,82.5,83.0,83.2,83.1,82.9,82.5,82.0,81.4,80.7,79.9,79.1,78.1,77.1,76.1,75.1,74.0,72.9
85,76.7,78.3,79.3,80.1,80.5,80.7,80.7,80.6,80.4,80.1,79.6,79.1,78.5,77.8,77.1,76.4,75.5,74.7,73.8,72.9
90,75.4,76.3,77.0,77.5,77.8,78.0,78.1,78.0,77.9,77.7,77.5,77.1,76.8,76.3,75.9,75.3,74.8,74.2,73.6,72.9
95,74.2,74.5,74.7,74.9,75.0,75.1,75.1,75.1,75.1,75.0,74.9,74.8,74.6,74.5,74.3,74.0,73.8,73.5,73.3,72.9
98,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.6,73.6,73.6,73.5,73.4,73.4,73.3,73.2,73.1,73.0,72.9
