non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.5,99.6,99.6,99.5,99.4,99.3,99.1,98.9,98.5,98.2,97.8,97.4,96.9,96.5,96.0,95.4,94.9,94.4,93.8,93.2
35,98.9,99.2,99.2,99.2,99.1,99.0,98.8,98.6,98.3,97.9,97.6,97.2,96.8,96.3,95.8,95.4,94.9,94.3,93.8,93.2
40,98.3,98.7,98.8,98.8,98.8,98.7,98.5,98.2,97.9,97.6,97.3,97.0,96.6,96.2,95.7,95.3,94.8,94.3,93.8,93.2
45,97.5,98.1,98.3,98.4,98.3,98.2,98.0,97.8,97.6,97.3,97.1,96.8,96.4,96.0,95.6,95.1,94.7,94.2,93.7,93.2
50,96.6,97.4,97.7,97.8,97.8,97.7,97.6,97.4,97.2,97.0,96.7,96.5,96.1,95.8,95.4,95.0,94.6,94.2,93.7,93.2
55,95.7,96.6,97.0,97.2,97.2,97.2,97.1,96.9,96.8,96.6,96.4,96.2,95.9,95.6,95.2,94.9,94.5,94.1,93.7,93.2
60,94.8,95.8,96.2,96.4,96.5,96.5,96.5,96.4,96.3,96.2,96.1,95.9,95.6,95.3,95.0,94.7,94.4,94.0,93.6,93.2
65,93.8,94.8,95.4,95.7,95.8,95.9,95.9,95.9,95.9,95.8,95.7,95.5,95.3,95.1,94.8,94.5,94.2,93.9,93.6,93.2
70,93.0,94.0,94.5,94.9,95.1,95.3,95.4,95.4,95.4,95.4,95.3,95.1,95.0,94.8,94.5,94.3,94.1,93.8,93.5,93.2
75,92.2,93.1,93.7,94.1,94.4,94.7,94.8,94.9,94.9,94.9,94.8,94.7,94.6,94.4,94.3,94.1,93.9,93.7,93.5,93.2
80,91.7,92.5,93.1,93.5,93.8,94.1,94.2,94.3,94.3,94.3,94.3,94.3,94.2,94.1,94.0,93.9,93.7,93.6,93.4,93.2
85,91.5,92.1,92.6,93.0,93.2,93.4,93.6,93.7,93.7,93.8,93.8,93.8,93.8,93.7,93.7,93.6,93.6,93.5,93.3,93.2
90,91.6,91.9,92.2,92.5,92.7,92.9,93.0,93.1,93.2,93.2,93.3,93.3,93.4,93.4,93.4,93.4,93.4,93.3,93.3,93.2
95,91.9,92.0,92.2,92.3,92.4,92.5,92.6,92.7,92.8,92.9,92.9,93.0,93.1,93.1,93.1,93.2,93.2,93.2,93.2,93.2
98,92.6,92.6,92.7,92.7,92.8,92.8,92.9,92.9,92.9,93.0,93.0,93.0,93.1,93.1,93.1,93.1,93.2,93.2,93.2,93.2
