non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.9,99.9,100.0,100.0,99.9,99.9,99.9,99.8,99.7,99.6,99.4,99.3,99.1,98.9,98.6,98.4,98.1,97.8,97.5,97.2
35,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.7,99.6,99.5,99.4,99.2,99.0,98.8,98.6,98.4,98.1,97.8,97.5,97.2
40,99.8,99.8,99.9,99.8,99.8,99.8,99.7,99.7,99.6,99.5,99.3,99.2,99.0,98.8,98.6,98.3,98.1,97.8,97.5,97.2
45,99.6,99.7,99.8,99.7,99.7,99.7,99.7,99.6,99.5,99.4,99.2,99.1,98.9,98.7,98.5,98.3,98.1,97.8,97.5,97.2
50,99.4,99.6,99.6,99.6,99.6,99.6,99.5,99.5,99.4,99.3,99.1,99.0,98.8,98.7,98.5,98.3,98.0,97.8,97.5,97.2
55,99.1,99.4,99.5,99.5,99.5,99.5,99.4,99.3,99.2,99.1,99.0,98.9,98.7,98.6,98.4,98.2,98.0,97.7,97.5,97.2
60,98.9,99.2,99.3,99.3,99.3,99.3,99.2,99.2,99.1,99.0,98.9,98.8,98.6,98.5,98.3,98.1,97.9,97.7,97.5,97.2
65,98.6,98.9,99.0,99.1,99.1,99.1,99.0,99.0,98.9,98.8,98.7,98.6,98.5,98.4,98.2,98.0,97.9,97.7,97.4,97.2
70,98.3,98.6,98.7,98.8,98.8,98.8,98.8,98.8,98.7,98.6,98.5,98.5,98.3,98.2,98.1,98.0,97.8,97.6,97.4,97.2
75,97.9,98.2,98.4,98.5,98.5,98.5,98.5,98.5,98.4,98.4,98.3,98.3,98.2,98.1,98.0,97.8,97.7,97.6,97.4,97.2
80,97.5,97.8,98.0,98.1,98.2,98.2,98.2,98.2,98.2,98.1,98.1,98.0,98.0,97.9,97.8,97.7,97.6,97.5,97.3,97.2
85,97.2,97.4,97.6,97.7,97.8,97.8,97.9,97.9,97.9,97.9,97.8,97.8,97.8,97.7,97.6,97.6,97.5,97.4,97.3,97.2
90,97.0,97.1,97.2,97.3,97.4,97.4,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.4,97.4,97.3,97.3,97.2
95,96.9,97.0,97.0,97.1,97.1,97.2,97.2,97.2,97.2,97.2,97.2,97.3,97.3,97.3,97.3,97.3,97.2,97.2,97.2,97.2
98,97.0,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2
