non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,92.1,94.5,95.2,94.8,93.7,92.7,91.5,90.2,88.7,87.3,85.7,84.2,82.6,81.0,79.4,77.8,76.3,74.8,73.4,72.0
35,90.0,92.9,93.9,93.5,92.7,91.9,90.8,89.6,88.2,86.9,85.4,83.9,82.4,80.8,79.3,77.7,76.2,74.8,73.4,72.0
40,87.8,91.2,92.2,92.2,91.7,91.0,90.1,89.0,87.7,86.4,85.0,83.6,82.1,80.6,79.1,77.6,76.2,74.7,73.3,72.0
45,85.4,89.0,90.3,90.7,90.5,90.0,89.2,88.2,87.0,85.9,84.6,83.2,81.8,80.4,78.9,77.5,76.1,74.7,73.3,72.0
50,82.3,86.7,88.4,89.2,89.2,88.9,88.2,87.3,86.3,85.2,84.1,82.8,81.5,80.1,78.7,77.3,75.9,74.6,73.3,72.0
55,79.7,84.4,86.6,87.4,87.6,87.5,87.0,86.3,85.4,84.5,83.5,82.3,81.1,79.8,78.4,77.1,75.8,74.5,73.2,72.0
60,77.4,82.3,84.4,85.5,85.9,86.0,85.7,85.1,84.4,83.7,82.8,81.7,80.6,79.4,78.1,76.9,75.6,74.4,73.2,72.0
65,75.3,79.8,82.2,83.4,84.1,84.2,84.1,83.8,83.3,82.7,81.9,81.0,80.0,78.9,77.8,76.6,75.4,74.3,73.1,72.0
70,73.1,77.5,79.9,81.3,82.0,82.3,82.4,82.3,82.0,81.5,80.9,80.1,79.3,78.3,77.3,76.3,75.2,74.1,73.1,72.0
75,71.2,75.1,77.4,78.9,79.7,80.3,80.5,80.6,80.4,80.1,79.7,79.1,78.4,77.6,76.7,75.8,74.9,73.9,73.0,72.0
80,69.6,72.8,75.0,76.4,77.4,78.1,78.5,78.7,78.7,78.5,78.2,77.8,77.3,76.7,76.0,75.2,74.5,73.7,72.8,72.0
85,68.5,71.0,72.9,74.2,75.1,75.8,76.3,76.6,76.7,76.7,76.6,76.3,76.0,75.5,75.1,74.5,73.9,73.3,72.7,72.0
90,68.4,69.9,71.2,72.2,73.0,73.6,74.0,74.3,74.5,74.6,74.6,74.6,74.4,74.2,73.9,73.6,73.3,72.9,72.4,72.0
95,69.3,70.0,70.5,71.0,71.4,71.7,72.0,72.2,72.4,72.5,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.3,72.2,72.0
98,70.9,71.0,71.2,71.3,71.4,71.5,71.6,71.7,71.8,71.8,71.9,71.9,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
