non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,92.8,95.2,95.9,95.9,95.3,94.3,93.3,92.3,91.2,90.1,88.8,87.6,86.3,84.9,83.6,82.3,80.9,79.6,78.2,77.0
35,91.0,93.8,94.7,94.9,94.3,93.5,92.7,91.8,90.8,89.7,88.5,87.3,86.0,84.8,83.5,82.2,80.8,79.5,78.2,77.0
40,89.1,92.3,93.5,93.6,93.3,92.7,92.0,91.2,90.3,89.2,88.1,87.0,85.8,84.6,83.3,82.0,80.8,79.5,78.2,77.0
45,87.2,90.7,91.9,92.2,92.1,91.8,91.2,90.5,89.7,88.7,87.7,86.6,85.5,84.3,83.1,81.9,80.7,79.4,78.2,77.0
50,85.1,88.6,90.1,90.7,90.9,90.7,90.4,89.7,89.0,88.1,87.1,86.2,85.1,84.0,82.9,81.7,80.5,79.3,78.1,77.0
55,82.4,86.5,88.3,89.2,89.6,89.6,89.3,88.8,88.2,87.4,86.6,85.7,84.7,83.7,82.7,81.5,80.4,79.2,78.1,77.0
60,80.2,84.5,86.6,87.7,88.1,88.2,88.1,87.7,87.2,86.6,85.9,85.1,84.3,83.3,82.4,81.3,80.2,79.1,78.0,77.0
65,78.4,82.6,84.7,85.9,86.5,86.7,86.7,86.5,86.1,85.6,85.1,84.4,83.7,82.9,82.0,81.0,80.0,79.0,78.0,77.0
70,76.7,80.6,82.7,84.0,84.7,85.1,85.2,85.1,84.9,84.6,84.1,83.6,83.0,82.3,81.5,80.7,79.8,78.8,77.9,77.0
75,75.1,78.5,80.7,82.0,82.8,83.3,83.5,83.6,83.5,83.3,83.1,82.7,82.2,81.6,81.0,80.3,79.5,78.6,77.8,77.0
80,73.8,76.7,78.6,79.9,80.7,81.3,81.7,81.9,82.0,82.0,81.8,81.6,81.2,80.8,80.3,79.7,79.1,78.4,77.7,77.0
85,72.9,75.1,76.7,77.9,78.8,79.4,79.9,80.2,80.3,80.4,80.4,80.3,80.1,79.8,79.5,79.0,78.6,78.1,77.5,77.0
90,72.9,74.3,75.4,76.3,77.0,77.6,78.0,78.4,78.6,78.7,78.8,78.8,78.8,78.6,78.5,78.2,78.0,77.7,77.3,77.0
95,74.0,74.6,75.1,75.5,75.9,76.2,76.5,76.8,77.0,77.1,77.2,77.3,77.3,77.3,77.3,77.3,77.2,77.2,77.1,77.0
98,75.8,75.9,76.0,76.2,76.3,76.4,76.4,76.5,76.6,76.7,76.7,76.8,76.8,76.9,76.9,76.9,76.9,76.9,77.0,77.0
