non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,95.6,96.4,95.6,94.1,92.1,89.6,86.8,83.9,81.0,78.1,75.3,72.7,70.1,67.7,65.4,63.3,61.2,59.3,57.4,55.7
35,93.5,94.9,94.5,93.2,91.3,89.0,86.3,83.5,80.7,77.9,75.1,72.5,70.0,67.6,65.4,63.2,61.2,59.3,57.4,55.7
40,91.0,93.1,93.0,92.0,90.3,88.1,85.7,83.0,80.2,77.5,74.9,72.3,69.8,67.5,65.3,63.1,61.1,59.2,57.4,55.7
45,88.1,90.9,91.3,90.5,89.1,87.1,84.8,82.3,79.7,77.1,74.5,72.0,69.6,67.3,65.1,63.0,61.1,59.2,57.4,55.7
50,85.0,88.4,89.2,88.8,87.6,85.9,83.8,81.5,79.0,76.5,74.1,71.7,69.3,67.1,65.0,62.9,61.0,59.1,57.4,55.7
55,81.7,85.7,86.8,86.8,85.9,84.5,82.6,80.5,78.2,75.9,73.5,71.2,69.0,66.8,64.8,62.8,60.9,59.1,57.4,55.7
60,78.4,82.6,84.1,84.4,83.9,82.7,81.1,79.2,77.2,75.0,72.8,70.7,68.6,66.5,64.5,62.6,60.8,59.0,57.3,55.7
65,75.0,79.3,81.1,81.7,81.5,80.7,79.4,77.8,76.0,74.0,72.0,70.0,68.0,66.1,64.2,62.3,60.6,58.9,57.3,55.7
70,71.7,75.9,77.9,78.7,78.7,78.2,77.3,76.0,74.4,72.7,71.0,69.1,67.3,65.5,63.8,62.0,60.4,58.8,57.2,55.7
75,68.7,72.5,74.4,75.4,75.6,75.3,74.7,73.7,72.5,71.1,69.6,68.0,66.4,64.8,63.2,61.6,60.1,58.6,57.1,55.7
80,65.9,69.0,70.8,71.7,72.1,72.1,71.7,71.0,70.1,69.0,67.8,66.6,65.2,63.9,62.5,61.1,59.7,58.3,57.0,55.7
85,63.5,65.7,67.1,67.9,68.3,68.3,68.1,67.7,67.1,66.4,65.5,64.6,63.6,62.5,61.4,60.3,59.1,58.0,56.8,55.7
90,61.2,62.4,63.2,63.8,64.1,64.2,64.1,63.9,63.6,63.2,62.7,62.1,61.4,60.7,59.9,59.1,58.3,57.4,56.6,55.7
95,58.7,59.1,59.4,59.6,59.7,59.7,59.7,59.7,59.5,59.4,59.1,58.9,58.6,58.2,57.9,57.5,57.1,56.6,56.2,55.7
98,57.5,57.5,57.5,57.5,57.5,57.4,57.4,57.3,57.2,57.1,57.0,56.9,56.8,56.6,56.5,56.4,56.2,56.0,55.9,55.7
