non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.7,99.7,99.7,99.7,99.6,99.4,99.1,98.8,98.5,98.1,97.6,97.0,96.4,95.8,95.0,94.3,93.5,92.7,91.8,91.0
35,99.3,99.5,99.6,99.5,99.4,99.2,99.0,98.7,98.3,97.9,97.5,96.9,96.3,95.7,95.0,94.3,93.5,92.7,91.8,91.0
40,99.0,99.2,99.3,99.3,99.2,99.0,98.8,98.5,98.2,97.8,97.3,96.8,96.2,95.6,94.9,94.2,93.4,92.6,91.8,91.0
45,98.4,98.9,99.0,99.0,98.9,98.8,98.6,98.3,98.0,97.6,97.2,96.7,96.1,95.5,94.8,94.1,93.4,92.6,91.8,91.0
50,97.8,98.5,98.6,98.7,98.6,98.5,98.3,98.0,97.7,97.4,97.0,96.5,95.9,95.4,94.7,94.0,93.3,92.5,91.8,91.0
55,97.2,97.9,98.2,98.2,98.2,98.1,97.9,97.7,97.4,97.1,96.7,96.3,95.8,95.2,94.6,93.9,93.2,92.5,91.7,91.0
60,96.5,97.3,97.6,97.7,97.7,97.6,97.5,97.3,97.0,96.8,96.4,96.0,95.5,95.0,94.4,93.8,93.1,92.4,91.7,91.0
65,95.6,96.5,96.9,97.1,97.1,97.1,97.0,96.8,96.6,96.3,96.0,95.6,95.2,94.7,94.2,93.6,93.0,92.3,91.7,91.0
70,94.6,95.6,96.1,96.3,96.4,96.4,96.4,96.3,96.1,95.8,95.5,95.2,94.8,94.4,93.9,93.4,92.8,92.2,91.6,91.0
75,93.8,94.7,95.2,95.5,95.7,95.7,95.7,95.6,95.4,95.2,95.0,94.7,94.4,94.0,93.6,93.1,92.6,92.1,91.5,91.0
80,93.0,93.8,94.3,94.6,94.8,94.9,94.9,94.8,94.7,94.5,94.3,94.1,93.8,93.5,93.1,92.8,92.4,91.9,91.4,91.0
85,92.3,92.9,93.3,93.6,93.7,93.8,93.9,93.8,93.8,93.7,93.5,93.4,93.1,92.9,92.6,92.4,92.0,91.7,91.3,91.0
90,91.6,92.0,92.3,92.5,92.6,92.7,92.7,92.7,92.7,92.7,92.6,92.5,92.4,92.2,92.1,91.9,91.7,91.5,91.2,91.0
95,91.0,91.2,91.3,91.4,91.4,91.5,91.5,91.5,91.6,91.5,91.5,91.5,91.5,91.4,91.4,91.3,91.2,91.1,91.1,91.0
98,91.0,91.0,91.0,91.0,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.0,91.0,91.0,91.0,91.0,91.0
