non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,94.1,96.2,97.0,97.3,97.4,97.2,96.7,96.0,95.2,94.5,93.8,93.0,92.3,91.5,90.6,89.8,88.9,88.0,87.1,86.2
35,92.9,95.3,96.2,96.6,96.8,96.6,96.1,95.5,94.8,94.2,93.5,92.8,92.1,91.3,90.5,89.7,88.8,88.0,87.1,86.2
40,91.7,94.3,95.4,95.9,96.1,95.9,95.5,95.0,94.4,93.8,93.2,92.5,91.9,91.1,90.4,89.5,88.7,87.9,87.1,86.2
45,90.6,93.3,94.6,95.1,95.3,95.1,94.8,94.4,93.9,93.4,92.8,92.2,91.6,90.9,90.2,89.4,88.6,87.9,87.1,86.2
50,89.4,92.3,93.6,94.2,94.3,94.2,94.0,93.7,93.3,92.9,92.5,91.9,91.3,90.7,90.0,89.3,88.5,87.8,87.0,86.2
55,88.2,91.2,92.5,93.1,93.3,93.3,93.2,93.0,92.7,92.4,92.0,91.5,91.0,90.4,89.7,89.1,88.4,87.7,87.0,86.2
60,87.0,89.7,91.1,91.8,92.1,92.3,92.3,92.2,92.0,91.8,91.5,91.0,90.6,90.1,89.5,88.9,88.2,87.6,86.9,86.2
65,85.3,88.1,89.6,90.5,91.0,91.3,91.4,91.4,91.3,91.1,90.9,90.5,90.1,89.7,89.1,88.6,88.1,87.5,86.9,86.2
70,83.8,86.6,88.2,89.2,89.8,90.2,90.4,90.5,90.5,90.4,90.2,89.9,89.6,89.2,88.8,88.3,87.9,87.4,86.8,86.2
75,82.9,85.3,86.9,87.9,88.6,89.1,89.3,89.5,89.6,89.5,89.4,89.2,89.0,88.7,88.3,88.0,87.6,87.2,86.7,86.2
80,82.2,84.3,85.7,86.7,87.4,87.9,88.2,88.4,88.5,88.5,88.5,88.4,88.3,88.1,87.8,87.6,87.3,87.0,86.6,86.2
85,81.9,83.4,84.6,85.5,86.1,86.6,86.9,87.2,87.4,87.5,87.5,87.5,87.5,87.4,87.3,87.1,87.0,86.8,86.5,86.2
90,82.1,83.0,83.8,84.5,85.0,85.4,85.7,86.0,86.2,86.4,86.5,86.6,86.7,86.7,86.7,86.7,86.6,86.5,86.4,86.2
95,83.0,83.5,83.9,84.2,84.5,84.8,85.0,85.2,85.4,85.6,85.7,85.8,85.9,86.0,86.1,86.2,86.2,86.2,86.3,86.2
98,84.8,84.9,85.0,85.1,85.3,85.4,85.5,85.6,85.6,85.7,85.8,85.9,85.9,86.0,86.0,86.1,86.1,86.2,86.2,86.2
