non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.1,99.4,99.5,99.4,99.3,99.2,99.0,98.6,98.1,97.5,96.9,96.2,95.5,94.8,94.1,93.3,92.4,91.6,90.8,89.9
35,98.6,99.0,99.1,99.1,99.1,99.0,98.7,98.4,97.9,97.3,96.7,96.1,95.4,94.7,94.0,93.2,92.4,91.6,90.8,89.9
40,97.7,98.4,98.6,98.7,98.7,98.7,98.5,98.1,97.6,97.1,96.5,95.9,95.2,94.6,93.8,93.1,92.3,91.5,90.8,89.9
45,96.9,97.8,98.2,98.4,98.4,98.3,98.1,97.7,97.3,96.8,96.2,95.7,95.0,94.4,93.7,93.0,92.2,91.5,90.7,89.9
50,96.3,97.3,97.8,98.0,98.0,97.9,97.6,97.2,96.9,96.4,95.9,95.4,94.8,94.2,93.5,92.9,92.2,91.4,90.7,89.9
55,95.7,96.8,97.3,97.4,97.4,97.3,97.0,96.7,96.4,96.0,95.5,95.0,94.5,93.9,93.3,92.7,92.0,91.4,90.7,89.9
60,95.2,96.2,96.6,96.8,96.7,96.6,96.4,96.1,95.8,95.4,95.0,94.6,94.1,93.6,93.1,92.5,91.9,91.3,90.6,89.9
65,94.5,95.3,95.8,95.9,95.9,95.8,95.7,95.4,95.2,94.9,94.5,94.1,93.7,93.3,92.8,92.3,91.7,91.1,90.6,89.9
70,93.5,94.3,94.7,94.9,95.0,94.9,94.8,94.7,94.5,94.2,93.9,93.6,93.3,92.9,92.4,92.0,91.5,91.0,90.5,89.9
75,92.4,93.2,93.6,93.8,93.9,93.9,93.9,93.8,93.7,93.5,93.3,93.0,92.7,92.4,92.1,91.7,91.3,90.9,90.4,89.9
80,91.3,92.0,92.4,92.6,92.8,92.9,92.9,92.9,92.8,92.7,92.6,92.4,92.1,91.9,91.6,91.3,91.0,90.7,90.3,89.9
85,90.4,90.9,91.3,91.5,91.7,91.8,91.9,91.9,91.9,91.8,91.7,91.6,91.5,91.3,91.1,90.9,90.7,90.5,90.2,89.9
90,89.7,90.0,90.3,90.5,90.6,90.8,90.8,90.9,90.9,90.9,90.9,90.8,90.8,90.7,90.6,90.5,90.4,90.2,90.1,89.9
95,89.3,89.4,89.6,89.7,89.8,89.8,89.9,90.0,90.0,90.0,90.1,90.1,90.1,90.1,90.1,90.1,90.0,90.0,90.0,89.9
98,89.6,89.6,89.6,89.7,89.7,89.7,89.8,89.8,89.8,89.8,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9
