non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,98.2,98.7,98.8,98.7,98.4,97.9,97.3,96.5,95.7,94.8,93.8,92.8,91.7,90.5,89.3,88.0,86.7,85.4,84.1,82.8
35,97.3,98.1,98.3,98.2,97.9,97.5,96.9,96.2,95.5,94.6,93.6,92.6,91.5,90.4,89.2,87.9,86.7,85.4,84.1,82.8
40,96.2,97.4,97.7,97.7,97.4,97.0,96.5,95.9,95.1,94.3,93.4,92.4,91.3,90.2,89.0,87.8,86.6,85.4,84.1,82.8
45,95.1,96.5,96.9,97.0,96.8,96.5,96.0,95.4,94.7,93.9,93.1,92.1,91.1,90.0,88.9,87.7,86.5,85.3,84.1,82.8
50,93.9,95.5,96.0,96.1,96.0,95.8,95.4,94.8,94.2,93.5,92.7,91.8,90.8,89.8,88.7,87.6,86.4,85.2,84.0,82.8
55,92.4,94.3,95.0,95.2,95.2,95.0,94.6,94.2,93.6,93.0,92.2,91.4,90.5,89.5,88.5,87.4,86.3,85.2,84.0,82.8
60,90.9,92.9,93.7,94.1,94.2,94.0,93.8,93.4,92.9,92.4,91.7,90.9,90.1,89.2,88.2,87.2,86.2,85.1,83.9,82.8
65,89.4,91.4,92.4,92.9,93.0,93.0,92.8,92.5,92.1,91.6,91.0,90.4,89.6,88.8,87.9,87.0,86.0,84.9,83.9,82.8
70,87.9,89.9,90.9,91.5,91.7,91.8,91.7,91.5,91.2,90.7,90.3,89.7,89.0,88.3,87.5,86.6,85.7,84.8,83.8,82.8
75,86.5,88.4,89.4,90.0,90.3,90.5,90.4,90.3,90.1,89.7,89.3,88.9,88.3,87.7,87.0,86.2,85.4,84.6,83.7,82.8
80,85.3,86.8,87.8,88.4,88.8,88.9,89.0,88.9,88.8,88.6,88.3,87.9,87.4,86.9,86.4,85.7,85.1,84.4,83.6,82.8
85,84.3,85.4,86.2,86.7,87.1,87.3,87.4,87.4,87.3,87.2,87.0,86.7,86.4,86.0,85.6,85.1,84.6,84.0,83.4,82.8
90,83.5,84.1,84.7,85.0,85.3,85.5,85.7,85.7,85.7,85.6,85.5,85.4,85.2,84.9,84.7,84.4,84.0,83.7,83.3,82.8
95,82.9,83.2,83.4,83.6,83.7,83.8,83.9,83.9,83.9,83.9,83.9,83.8,83.8,83.7,83.6,83.5,83.3,83.2,83.0,82.8
98,83.0,83.1,83.1,83.1,83.1,83.1,83.2,83.2,83.2,83.1,83.1,83.1,83.1,83.1,83.0,83.0,83.0,82.9,82.9,82.8
