non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,83.0,80.8,74.1,67.0,60.7,55.3,50.7,46.8,43.4,40.4,37.8,35.5,33.5,31.7,30.1,28.6,27.3,26.1,25.0,24.0
35,77.3,77.4,72.0,65.6,59.8,54.7,50.2,46.4,43.1,40.2,37.6,35.4,33.4,31.6,30.0,28.6,27.3,26.1,25.0,24.0
40,71.3,73.5,69.4,63.9,58.6,53.8,49.6,45.9,42.7,39.9,37.4,35.2,33.3,31.5,30.0,28.5,27.3,26.1,25.0,24.0
45,65.3,69.3,66.5,61.9,57.2,52.8,48.8,45.3,42.3,39.6,37.1,35.0,33.1,31.4,29.9,28.5,27.2,26.0,25.0,24.0
50,59.6,64.8,63.4,59.6,55.5,51.6,47.9,44.7,41.7,39.2,36.8,34.8,32.9,31.3,29.8,28.4,27.2,26.0,25.0,24.0
55,54.0,60.2,59.9,57.1,53.7,50.2,46.9,43.9,41.1,38.7,36.5,34.5,32.7,31.1,29.6,28.3,27.1,26.0,24.9,24.0
60,49.0,55.7,56.3,54.4,51.6,48.6,45.6,42.9,40.4,38.1,36.0,34.1,32.4,30.9,29.5,28.2,27.0,25.9,24.9,24.0
65,44.5,51.0,52.5,51.4,49.3,46.8,44.2,41.8,39.5,37.4,35.5,33.7,32.1,30.6,29.3,28.1,26.9,25.9,24.9,24.0
70,40.5,46.5,48.5,48.1,46.6,44.7,42.6,40.5,38.4,36.6,34.8,33.2,31.7,30.3,29.1,27.9,26.8,25.8,24.9,24.0
75,37.0,42.0,44.2,44.5,43.7,42.2,40.6,38.9,37.2,35.5,34.0,32.5,31.2,29.9,28.8,27.7,26.7,25.7,24.8,24.0
80,33.9,37.8,39.8,40.5,40.2,39.4,38.2,36.9,35.6,34.2,32.9,31.7,30.5,29.4,28.4,27.4,26.5,25.6,24.8,24.0
85,31.1,33.8,35.4,36.1,36.3,35.9,35.3,34.5,33.5,32.5,31.5,30.5,29.6,28.7,27.8,27.0,26.2,25.4,24.7,24.0
90,28.7,30.2,31.2,31.8,32.0,32.0,31.7,31.3,30.8,30.2,29.6,29.0,28.3,27.6,27.0,26.4,25.7,25.1,24.6,24.0
95,26.6,27.0,27.4,27.6,27.7,27.7,27.7,27.6,27.4,27.2,26.9,26.6,26.3,26.0,25.7,25.4,25.0,24.7,24.3,24.0
98,25.7,25.7,25.7,25.7,25.7,25.6,25.6,25.5,25.4,25.3,25.2,25.1,25.0,24.8,24.7,24.6,24.4,24.3,24.1,24.0
