non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,94.6,96.5,97.3,97.7,97.8,97.9,97.7,97.4,96.8,96.2,95.6,94.9,94.4,93.7,93.1,92.4,91.8,91.1,90.4,89.6
35,93.6,95.9,96.7,97.1,97.3,97.4,97.3,97.0,96.5,95.9,95.3,94.7,94.2,93.6,93.0,92.4,91.7,91.0,90.3,89.6
40,92.8,95.1,96.1,96.6,96.8,97.0,96.8,96.5,96.0,95.5,95.0,94.5,94.0,93.4,92.8,92.2,91.6,91.0,90.3,89.6
45,91.8,94.3,95.4,96.0,96.3,96.4,96.3,96.0,95.6,95.1,94.7,94.2,93.7,93.2,92.7,92.1,91.6,90.9,90.3,89.6
50,91.0,93.6,94.8,95.4,95.7,95.8,95.6,95.4,95.0,94.7,94.3,93.9,93.5,93.0,92.5,92.0,91.5,90.9,90.3,89.6
55,90.2,92.8,94.0,94.7,95.0,95.0,94.9,94.7,94.5,94.2,93.9,93.5,93.2,92.8,92.3,91.8,91.3,90.8,90.2,89.6
60,89.4,92.0,93.2,93.8,94.0,94.1,94.2,94.0,93.9,93.7,93.4,93.1,92.9,92.5,92.1,91.7,91.2,90.7,90.2,89.6
65,88.7,90.9,92.0,92.7,93.1,93.3,93.3,93.3,93.2,93.1,92.9,92.7,92.5,92.2,91.8,91.4,91.1,90.6,90.1,89.6
70,87.5,89.6,90.8,91.6,92.1,92.3,92.5,92.5,92.5,92.5,92.4,92.2,92.0,91.8,91.5,91.2,90.9,90.5,90.1,89.6
75,86.4,88.4,89.7,90.4,91.0,91.3,91.6,91.7,91.8,91.8,91.8,91.7,91.6,91.4,91.2,90.9,90.7,90.3,90.0,89.6
80,85.8,87.4,88.6,89.4,90.0,90.4,90.7,90.9,91.0,91.1,91.1,91.1,91.0,90.9,90.8,90.6,90.4,90.2,89.9,89.6
85,85.5,86.8,87.7,88.5,89.0,89.4,89.8,90.0,90.2,90.3,90.4,90.4,90.4,90.4,90.4,90.3,90.1,90.0,89.8,89.6
90,85.8,86.6,87.3,87.9,88.3,88.7,89.0,89.2,89.4,89.6,89.7,89.8,89.8,89.9,89.9,89.9,89.8,89.8,89.7,89.6
95,86.9,87.2,87.6,87.8,88.1,88.3,88.5,88.7,88.9,89.0,89.1,89.2,89.3,89.4,89.5,89.5,89.5,89.6,89.6,89.6
98,88.4,88.5,88.6,88.7,88.8,88.9,88.9,89.0,89.1,89.1,89.2,89.3,89.3,89.4,89.4,89.5,89.5,89.6,89.6,89.6
