non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,96.6,97.5,97.2,96.4,95.2,93.7,91.9,90.0,87.9,85.7,83.5,81.2,79.0,76.9,74.8,72.8,70.9,69.1,67.3,65.6
35,95.0,96.3,96.2,95.6,94.5,93.1,91.4,89.6,87.5,85.4,83.2,81.1,78.9,76.8,74.8,72.8,70.9,69.0,67.2,65.6
40,93.0,94.9,95.1,94.6,93.6,92.4,90.8,89.0,87.1,85.1,82.9,80.8,78.7,76.7,74.7,72.7,70.8,69.0,67.2,65.6
45,90.8,93.1,93.6,93.4,92.6,91.5,90.0,88.4,86.5,84.6,82.6,80.5,78.5,76.5,74.5,72.6,70.7,68.9,67.2,65.6
50,88.3,91.1,92.0,91.9,91.4,90.4,89.1,87.6,85.9,84.0,82.1,80.1,78.2,76.2,74.3,72.5,70.6,68.9,67.2,65.6
55,85.7,89.0,90.1,90.2,89.9,89.1,88.0,86.6,85.1,83.4,81.5,79.7,77.8,75.9,74.1,72.3,70.5,68.8,67.1,65.6
60,83.1,86.6,87.9,88.3,88.1,87.6,86.7,85.5,84.1,82.5,80.8,79.1,77.3,75.6,73.8,72.1,70.4,68.7,67.1,65.6
65,80.4,83.9,85.5,86.1,86.1,85.8,85.1,84.1,82.9,81.5,80.0,78.4,76.8,75.1,73.5,71.8,70.2,68.6,67.1,65.6
70,77.7,81.2,82.8,83.6,83.9,83.7,83.2,82.4,81.4,80.3,78.9,77.5,76.0,74.5,73.0,71.5,70.0,68.5,67.0,65.6
75,75.2,78.4,80.1,81.0,81.3,81.3,81.0,80.4,79.6,78.7,77.6,76.4,75.1,73.8,72.4,71.0,69.6,68.3,66.9,65.6
80,73.0,75.6,77.2,78.1,78.5,78.6,78.4,78.1,77.5,76.8,75.9,74.9,73.9,72.8,71.6,70.4,69.2,68.0,66.8,65.6
85,71.1,73.0,74.2,75.0,75.4,75.6,75.5,75.3,74.9,74.4,73.8,73.1,72.3,71.4,70.5,69.6,68.6,67.6,66.6,65.6
90,69.4,70.5,71.2,71.7,72.0,72.2,72.2,72.1,71.9,71.6,71.2,70.8,70.3,69.7,69.1,68.5,67.8,67.1,66.3,65.6
95,67.6,67.9,68.1,68.3,68.4,68.5,68.5,68.5,68.4,68.3,68.2,68.0,67.8,67.6,67.3,67.0,66.7,66.3,65.9,65.6
98,66.7,66.8,66.8,66.8,66.8,66.7,66.7,66.7,66.6,66.6,66.5,66.4,66.3,66.3,66.1,66.0,65.9,65.8,65.7,65.6
