non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,97.9,98.5,98.6,98.6,98.3,97.6,96.7,95.8,94.8,93.7,92.5,91.3,90.0,88.8,87.5,86.2,85.0,83.7,82.4,81.2
35,96.7,97.8,98.1,98.1,97.8,97.1,96.3,95.4,94.4,93.4,92.2,91.1,89.9,88.7,87.4,86.2,84.9,83.7,82.4,81.2
40,95.6,97.0,97.5,97.4,97.1,96.6,95.8,94.9,94.0,93.0,91.9,90.8,89.7,88.5,87.3,86.0,84.8,83.6,82.4,81.2
45,94.5,96.1,96.6,96.6,96.3,95.8,95.2,94.4,93.5,92.6,91.6,90.5,89.4,88.3,87.1,85.9,84.7,83.6,82.4,81.2
50,93.3,95.0,95.5,95.6,95.4,94.9,94.4,93.7,93.0,92.1,91.1,90.1,89.1,88.0,86.9,85.8,84.6,83.5,82.3,81.2
55,91.9,93.7,94.3,94.4,94.2,93.9,93.5,92.9,92.2,91.4,90.6,89.6,88.7,87.7,86.6,85.6,84.5,83.4,82.3,81.2
60,90.4,92.1,92.8,93.0,93.0,92.8,92.4,91.9,91.3,90.6,89.9,89.1,88.2,87.3,86.3,85.3,84.3,83.3,82.2,81.2
65,88.7,90.4,91.2,91.5,91.6,91.5,91.2,90.8,90.3,89.8,89.1,88.4,87.6,86.8,85.9,85.0,84.1,83.1,82.2,81.2
70,87.0,88.6,89.4,89.9,90.1,90.1,89.9,89.6,89.2,88.7,88.2,87.6,86.9,86.2,85.4,84.6,83.8,83.0,82.1,81.2
75,85.3,86.8,87.7,88.2,88.4,88.5,88.4,88.2,87.9,87.6,87.1,86.7,86.1,85.5,84.9,84.2,83.5,82.8,82.0,81.2
80,83.8,85.1,85.8,86.3,86.7,86.8,86.8,86.7,86.5,86.3,86.0,85.6,85.2,84.7,84.2,83.7,83.1,82.5,81.9,81.2
85,82.5,83.4,84.0,84.5,84.8,85.0,85.0,85.0,84.9,84.8,84.6,84.4,84.1,83.8,83.4,83.1,82.6,82.2,81.7,81.2
90,81.4,81.9,82.4,82.7,82.9,83.1,83.2,83.3,83.3,83.3,83.2,83.1,82.9,82.8,82.6,82.3,82.1,81.8,81.5,81.2
95,80.7,80.9,81.1,81.2,81.4,81.5,81.6,81.6,81.7,81.7,81.7,81.7,81.7,81.7,81.6,81.6,81.5,81.4,81.3,81.2
98,80.9,80.9,81.0,81.0,81.1,81.1,81.1,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2
