non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.8,99.9,99.9,99.8,99.8,99.7,99.5,99.4,99.1,98.8,98.5,98.2,97.8,97.4,96.9,96.4,95.9,95.3,94.7,94.1
35,99.6,99.7,99.7,99.7,99.7,99.6,99.4,99.3,99.0,98.8,98.5,98.1,97.8,97.4,96.9,96.4,95.9,95.3,94.7,94.1
40,99.4,99.5,99.6,99.6,99.5,99.4,99.3,99.1,98.9,98.6,98.4,98.0,97.7,97.3,96.8,96.4,95.8,95.3,94.7,94.1
45,99.0,99.3,99.4,99.4,99.3,99.2,99.1,98.9,98.7,98.5,98.2,97.9,97.6,97.2,96.8,96.3,95.8,95.2,94.7,94.1
50,98.6,99.0,99.1,99.2,99.1,99.0,98.9,98.7,98.6,98.3,98.1,97.8,97.5,97.1,96.7,96.2,95.7,95.2,94.7,94.1
55,98.1,98.6,98.8,98.8,98.8,98.7,98.6,98.5,98.3,98.1,97.9,97.6,97.3,97.0,96.6,96.1,95.7,95.2,94.6,94.1
60,97.6,98.2,98.4,98.5,98.5,98.4,98.3,98.2,98.0,97.9,97.6,97.4,97.1,96.8,96.4,96.0,95.6,95.1,94.6,94.1
65,97.0,97.6,97.9,98.0,98.1,98.0,98.0,97.9,97.7,97.6,97.4,97.2,96.9,96.6,96.2,95.9,95.5,95.0,94.6,94.1
70,96.4,97.0,97.3,97.5,97.6,97.6,97.5,97.5,97.4,97.2,97.1,96.9,96.6,96.3,96.0,95.7,95.3,94.9,94.5,94.1
75,95.7,96.4,96.7,96.9,97.0,97.1,97.0,97.0,96.9,96.8,96.7,96.5,96.3,96.1,95.8,95.5,95.2,94.8,94.5,94.1
80,95.1,95.6,96.0,96.3,96.4,96.5,96.5,96.5,96.4,96.3,96.2,96.1,95.9,95.7,95.5,95.3,95.0,94.7,94.4,94.1
85,94.6,95.0,95.3,95.6,95.7,95.8,95.8,95.8,95.8,95.8,95.7,95.6,95.5,95.3,95.2,95.0,94.8,94.6,94.3,94.1
90,94.2,94.5,94.7,94.9,95.0,95.0,95.1,95.1,95.1,95.1,95.1,95.0,94.9,94.9,94.8,94.6,94.5,94.4,94.2,94.1
95,93.9,94.0,94.1,94.2,94.3,94.3,94.3,94.4,94.4,94.4,94.4,94.4,94.4,94.3,94.3,94.3,94.2,94.2,94.1,94.1
98,94.0,94.0,94.0,94.0,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1
