non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,98.5,98.8,98.5,97.9,96.9,95.6,94.1,92.3,90.4,88.4,86.3,84.2,82.1,80.0,77.9,75.9,74.0,72.2,70.3,68.6
35,97.5,98.2,98.0,97.4,96.5,95.3,93.7,92.0,90.2,88.2,86.2,84.1,82.0,79.9,77.9,75.9,74.0,72.1,70.3,68.6
40,96.4,97.3,97.2,96.8,95.9,94.8,93.3,91.7,89.9,87.9,85.9,83.9,81.8,79.8,77.8,75.8,73.9,72.1,70.3,68.6
45,94.8,96.1,96.3,96.0,95.2,94.1,92.7,91.2,89.4,87.6,85.6,83.6,81.6,79.6,77.7,75.8,73.9,72.1,70.3,68.6
50,93.0,94.8,95.2,94.9,94.3,93.3,92.0,90.5,88.9,87.1,85.3,83.3,81.4,79.5,77.5,75.6,73.8,72.0,70.3,68.6
55,91.0,93.2,93.7,93.6,93.1,92.3,91.1,89.8,88.2,86.6,84.8,82.9,81.1,79.2,77.3,75.5,73.7,72.0,70.2,68.6
60,88.8,91.2,92.0,92.0,91.7,91.0,90.0,88.8,87.4,85.9,84.2,82.4,80.7,78.9,77.1,75.3,73.6,71.9,70.2,68.6
65,86.2,88.9,89.9,90.2,90.0,89.5,88.7,87.6,86.4,85.0,83.4,81.8,80.2,78.5,76.8,75.1,73.4,71.8,70.2,68.6
70,83.6,86.4,87.5,88.0,88.0,87.6,86.9,86.1,85.1,83.8,82.5,81.0,79.5,77.9,76.4,74.8,73.2,71.6,70.1,68.6
75,81.0,83.6,84.9,85.5,85.6,85.3,84.9,84.2,83.4,82.4,81.2,80.0,78.6,77.2,75.8,74.3,72.9,71.5,70.0,68.6
80,78.6,80.8,82.0,82.5,82.8,82.7,82.4,81.9,81.3,80.5,79.6,78.5,77.4,76.3,75.0,73.8,72.5,71.2,69.9,68.6
85,76.1,77.7,78.7,79.3,79.6,79.7,79.5,79.2,78.8,78.2,77.5,76.7,75.9,74.9,74.0,72.9,71.9,70.8,69.7,68.6
90,73.9,74.8,75.5,75.9,76.1,76.2,76.2,76.0,75.7,75.3,74.9,74.4,73.8,73.2,72.5,71.8,71.0,70.3,69.4,68.6
95,71.5,71.8,72.0,72.1,72.2,72.2,72.2,72.1,72.0,71.9,71.7,71.4,71.2,70.9,70.6,70.2,69.9,69.5,69.0,68.6
98,70.2,70.2,70.2,70.2,70.1,70.1,70.1,70.0,69.9,69.8,69.7,69.7,69.6,69.4,69.3,69.2,69.0,68.9,68.8,68.6
