non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,95.5,97.0,97.6,98.0,98.2,98.3,98.3,98.3,98.1,97.9,97.5,96.9,96.4,95.9,95.4,94.9,94.4,93.9,93.4,92.9
35,94.4,96.3,97.2,97.6,97.9,98.0,98.0,98.0,97.9,97.6,97.2,96.7,96.3,95.8,95.3,94.8,94.4,93.9,93.4,92.9
40,93.6,95.8,96.8,97.2,97.5,97.6,97.7,97.7,97.6,97.3,96.9,96.5,96.1,95.6,95.2,94.7,94.3,93.8,93.4,92.9
45,93.2,95.3,96.3,96.8,97.1,97.3,97.4,97.4,97.3,97.0,96.6,96.3,95.9,95.4,95.0,94.6,94.2,93.8,93.3,92.9
50,92.6,94.7,95.8,96.4,96.7,97.0,97.1,97.0,96.9,96.6,96.3,96.0,95.6,95.2,94.9,94.5,94.1,93.7,93.3,92.9
55,92.1,94.2,95.3,96.0,96.4,96.6,96.7,96.6,96.4,96.2,95.9,95.6,95.3,95.0,94.7,94.4,94.0,93.7,93.3,92.9
60,91.7,93.8,94.9,95.5,95.9,96.1,96.1,96.0,95.9,95.8,95.5,95.3,95.0,94.8,94.5,94.2,93.9,93.6,93.2,92.9
65,91.4,93.3,94.4,95.0,95.4,95.5,95.5,95.5,95.4,95.3,95.1,94.9,94.7,94.5,94.3,94.0,93.8,93.5,93.2,92.9
70,91.2,92.9,93.8,94.3,94.5,94.7,94.8,94.9,94.8,94.8,94.7,94.5,94.4,94.2,94.0,93.9,93.7,93.4,93.1,92.9
75,90.7,92.0,92.8,93.3,93.7,94.0,94.1,94.2,94.2,94.2,94.2,94.1,94.0,93.9,93.8,93.7,93.5,93.3,93.1,92.9
80,89.9,91.1,91.9,92.5,92.9,93.2,93.4,93.5,93.6,93.6,93.7,93.6,93.6,93.6,93.5,93.4,93.3,93.2,93.0,92.9
85,89.7,90.5,91.2,91.7,92.1,92.4,92.7,92.8,93.0,93.0,93.1,93.2,93.2,93.2,93.2,93.2,93.1,93.1,93.0,92.9
90,89.7,90.3,90.8,91.2,91.5,91.8,92.0,92.2,92.4,92.5,92.7,92.8,92.8,92.9,92.9,92.9,92.9,92.9,92.9,92.9
95,90.6,90.9,91.1,91.3,91.5,91.7,91.9,92.0,92.2,92.3,92.4,92.4,92.5,92.6,92.7,92.7,92.8,92.8,92.8,92.9
98,91.8,91.9,92.0,92.0,92.1,92.2,92.2,92.3,92.4,92.4,92.5,92.5,92.6,92.6,92.7,92.7,92.8,92.8,92.8,92.9
