non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,91.1,93.7,94.0,92.9,91.7,90.3,88.6,86.8,85.0,83.1,81.1,79.1,77.2,75.3,73.5,71.8,70.1,68.5,67.0,65.5
35,88.6,91.8,92.2,91.6,90.7,89.5,87.9,86.3,84.5,82.7,80.8,78.9,77.0,75.2,73.4,71.7,70.1,68.5,67.0,65.5
40,85.9,89.4,90.4,90.3,89.6,88.5,87.1,85.6,83.9,82.2,80.4,78.6,76.8,75.0,73.3,71.6,70.0,68.5,66.9,65.5
45,82.5,86.9,88.5,88.7,88.2,87.3,86.1,84.8,83.3,81.7,80.0,78.2,76.5,74.8,73.1,71.5,69.9,68.4,66.9,65.5
50,79.4,84.4,86.4,86.9,86.7,86.0,85.0,83.9,82.5,81.0,79.4,77.8,76.1,74.5,72.9,71.3,69.8,68.3,66.9,65.5
55,76.6,81.9,84.0,84.9,85.0,84.5,83.7,82.8,81.6,80.3,78.8,77.3,75.7,74.2,72.7,71.2,69.7,68.3,66.9,65.5
60,73.8,79.1,81.6,82.7,83.0,82.8,82.3,81.6,80.6,79.4,78.1,76.7,75.2,73.8,72.4,70.9,69.5,68.2,66.8,65.5
65,71.1,76.4,78.9,80.3,80.8,80.9,80.6,80.1,79.4,78.4,77.2,75.9,74.6,73.3,72.0,70.7,69.4,68.0,66.8,65.5
70,68.6,73.5,76.2,77.6,78.4,78.8,78.7,78.5,77.9,77.1,76.2,75.1,73.9,72.8,71.5,70.3,69.1,67.9,66.7,65.5
75,66.3,70.6,73.3,74.9,75.9,76.4,76.6,76.5,76.1,75.6,74.9,74.0,73.0,72.0,71.0,69.9,68.8,67.7,66.6,65.5
80,64.3,68.0,70.5,72.1,73.2,73.9,74.2,74.3,74.1,73.8,73.3,72.6,71.9,71.1,70.2,69.3,68.4,67.5,66.5,65.5
85,63.1,65.9,67.9,69.4,70.4,71.2,71.6,71.8,71.8,71.6,71.3,70.9,70.5,69.9,69.3,68.6,67.9,67.1,66.3,65.5
90,62.7,64.5,65.9,67.0,67.8,68.4,68.8,69.1,69.2,69.2,69.1,68.9,68.7,68.4,68.0,67.6,67.1,66.6,66.1,65.5
95,63.3,64.0,64.6,65.1,65.5,65.8,66.1,66.3,66.4,66.5,66.6,66.6,66.6,66.5,66.4,66.3,66.1,66.0,65.7,65.5
98,64.7,64.8,65.0,65.1,65.2,65.3,65.4,65.5,65.5,65.6,65.6,65.6,65.6,65.7,65.7,65.6,65.6,65.6,65.5,65.5
