non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.0,99.3,99.4,99.3,99.2,99.0,98.8,98.5,98.1,97.6,97.1,96.6,95.9,95.3,94.6,93.9,93.1,92.4,91.5,90.7
35,98.4,98.9,99.1,99.1,99.0,98.8,98.6,98.3,97.9,97.4,96.9,96.4,95.8,95.2,94.5,93.8,93.1,92.3,91.5,90.7
40,97.8,98.5,98.7,98.7,98.7,98.5,98.3,98.0,97.6,97.2,96.8,96.2,95.7,95.1,94.4,93.8,93.0,92.3,91.5,90.7
45,97.1,98.0,98.2,98.3,98.3,98.2,98.0,97.7,97.4,97.0,96.5,96.0,95.5,94.9,94.3,93.7,93.0,92.2,91.5,90.7
50,96.3,97.4,97.8,97.9,97.9,97.8,97.6,97.3,97.0,96.7,96.3,95.8,95.3,94.7,94.2,93.5,92.9,92.2,91.4,90.7
55,95.6,96.7,97.2,97.3,97.3,97.3,97.1,96.9,96.6,96.3,95.9,95.5,95.0,94.5,94.0,93.4,92.8,92.1,91.4,90.7
60,94.7,95.9,96.4,96.7,96.7,96.7,96.6,96.4,96.2,95.9,95.5,95.2,94.8,94.3,93.8,93.2,92.7,92.0,91.4,90.7
65,93.8,95.0,95.6,95.9,96.0,96.0,95.9,95.8,95.6,95.4,95.1,94.8,94.4,94.0,93.5,93.0,92.5,91.9,91.3,90.7
70,92.8,94.0,94.7,95.0,95.2,95.3,95.3,95.2,95.0,94.8,94.6,94.3,94.0,93.7,93.3,92.8,92.3,91.8,91.3,90.7
75,91.9,93.1,93.7,94.1,94.3,94.5,94.5,94.4,94.3,94.2,94.0,93.8,93.5,93.2,92.9,92.5,92.1,91.7,91.2,90.7
80,91.2,92.1,92.7,93.1,93.4,93.5,93.6,93.6,93.6,93.5,93.4,93.2,93.0,92.8,92.5,92.2,91.9,91.5,91.1,90.7
85,90.6,91.3,91.8,92.2,92.4,92.6,92.7,92.7,92.7,92.7,92.6,92.5,92.4,92.2,92.0,91.8,91.6,91.3,91.0,90.7
90,90.2,90.6,91.0,91.2,91.4,91.6,91.7,91.8,91.8,91.8,91.8,91.8,91.7,91.6,91.5,91.4,91.2,91.1,90.9,90.7
95,90.1,90.3,90.4,90.6,90.7,90.7,90.8,90.9,90.9,91.0,91.0,91.0,91.0,91.0,90.9,90.9,90.9,90.8,90.8,90.7
98,90.5,90.5,90.5,90.6,90.6,90.6,90.6,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7
