non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,99.7,99.8,99.8,99.8,99.8,99.8,99.7,99.6,99.5,99.3,99.1,99.0,98.7,98.5,98.2,97.9,97.6,97.3,96.9,96.5
35,99.5,99.6,99.7,99.7,99.7,99.7,99.6,99.5,99.4,99.2,99.1,98.9,98.7,98.4,98.2,97.9,97.6,97.2,96.9,96.5
40,99.2,99.4,99.5,99.6,99.6,99.5,99.5,99.4,99.3,99.1,99.0,98.8,98.6,98.4,98.1,97.8,97.5,97.2,96.9,96.5
45,98.9,99.2,99.4,99.4,99.4,99.4,99.3,99.2,99.1,99.0,98.9,98.7,98.5,98.3,98.0,97.8,97.5,97.2,96.9,96.5
50,98.6,99.0,99.1,99.2,99.2,99.2,99.1,99.1,99.0,98.9,98.7,98.6,98.4,98.2,97.9,97.7,97.4,97.1,96.8,96.5
55,98.2,98.7,98.9,99.0,99.0,99.0,98.9,98.9,98.8,98.7,98.6,98.4,98.2,98.1,97.8,97.6,97.4,97.1,96.8,96.5
60,97.9,98.4,98.6,98.7,98.8,98.8,98.7,98.7,98.6,98.5,98.4,98.3,98.1,97.9,97.7,97.5,97.3,97.1,96.8,96.5
65,97.6,98.0,98.3,98.4,98.5,98.5,98.5,98.4,98.4,98.3,98.2,98.1,97.9,97.8,97.6,97.4,97.2,97.0,96.8,96.5
70,97.1,97.6,97.9,98.1,98.1,98.2,98.2,98.2,98.1,98.1,98.0,97.9,97.7,97.6,97.5,97.3,97.1,96.9,96.7,96.5
75,96.8,97.2,97.5,97.7,97.8,97.8,97.9,97.8,97.8,97.8,97.7,97.6,97.5,97.4,97.3,97.2,97.0,96.9,96.7,96.5
80,96.4,96.8,97.1,97.3,97.4,97.4,97.5,97.5,97.5,97.4,97.4,97.3,97.3,97.2,97.1,97.0,96.9,96.8,96.7,96.5
85,96.2,96.5,96.7,96.8,96.9,97.0,97.0,97.1,97.1,97.1,97.1,97.1,97.0,97.0,96.9,96.9,96.8,96.7,96.6,96.5
90,95.9,96.1,96.3,96.4,96.5,96.6,96.6,96.7,96.7,96.7,96.8,96.8,96.8,96.7,96.7,96.7,96.7,96.6,96.6,96.5
95,96.0,96.1,96.1,96.2,96.3,96.3,96.4,96.4,96.4,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5
98,,,,,,,,,,,,,,,,,,,,
